ingredient_symnonym_id,word,code,ingredient_id
384,아주까리,A0600206908000,1408
385,가재무릇,A0600207300000,1418
386,산우두,A0600207300000,1418
387,차저엽산자고,A0600207300000,1418
388,얼레지나물,A0600207300000,1418
389,가재무릇,A0600207304000,1419
390,산우두,A0600207304000,1419
391,차저엽산자고,A0600207304000,1419
392,얼레지나물,A0600207304000,1419
393,가재무릇,A0600207308000,1420
394,산우두,A0600207308000,1420
395,차저엽산자고,A0600207308000,1420
396,얼레지나물,A0600207308000,1420
397,시저스 레드,A0600207600000,1427
398,적코스,A0600207600000,1427
399,레드코스,A0600207600000,1427
400,적양상추,A0600207600000,1427
401,미니코스,A0600207600000,1427
402,코스상추,A0600207600000,1427
403,시저스 샐러드,A0600207600000,1427
404,로마상추,A0600207600000,1427
405,청로메인상추,A0600207600000,1427
406,시저스 레드,A0600207604000,1428
407,적코스,A0600207604000,1428
408,레드코스,A0600207604000,1428
409,적양상추,A0600207604000,1428
410,미니코스,A0600207604000,1428
411,코스상추,A0600207604000,1428
412,시저스 샐러드,A0600207604000,1428
413,로마상추,A0600207604000,1428
414,청로메인상추,A0600207604000,1428
415,시저스 레드,A0600207608000,1429
416,적코스,A0600207608000,1429
417,레드코스,A0600207608000,1429
418,적양상추,A0600207608000,1429
419,미니코스,A0600207608000,1429
420,코스상추,A0600207608000,1429
421,시저스 샐러드,A0600207608000,1429
422,로마상추,A0600207608000,1429
423,청로메인상추,A0600207608000,1429
424,Common Sow Thistle,A0600207800000,1433
425,Common Sow Thistle,A0600207804000,1434
426,Common Sow Thistle,A0600207808000,1435
427,삼채,A0600208200000,1445
428,삼채,A0600208204000,1446
429,삼채,A0600208208000,1447
430,무쿠누웬나,A0600208300000,1448
431,무쿠누웬나,A0600208304000,1449
432,무쿠누웬나,A0600208308000,1450
433,총백,A0600300100000,1455
434,총백,Y00000000002C1,1456
435,총백,Y00000000002C2,1457
436,총백,Y00000000002C3,1458
437,총백,A0600300108000,1460
438,구자,A0600300200000,1461
439,구자,Y00000000002C4,1462
440,구자,Y00000000002C5,1463
441,구자,Y00000000002C6,1464
442,구자,A0600300204000,1465
443,구자,A0600300208000,1466
444,고구마순,A0600300400000,1473
445,고구마순,Y00000000002CA,1474
446,고구마순,Y00000000002CB,1475
447,고구마순,Y00000000002CC,1476
448,고구마순,Y00000000002CD,1477
449,고구마순,Y00000000002CE,1478
450,궐채,A0600300600000,1484
451,궐채,Y00000000002CF,1485
452,궐채,Y00000000002D0,1486
453,궐채,A0600300604000,1487
454,궐채,A0600300608000,1488
455,소백부,A0600300700000,1489
456,소백부,A0600300704000,1490
457,소백부,A0600300708000,1491
458,양미나리,A0600300800000,1492
459,양미나리,Y00000000002D1,1493
460,양미나리,Y00000000002D2,1494
461,순무양배추,A0600301000000,1503
462,순무양배추,Y00000000002D6,1504
463,순무양배추,Y00000000002D7,1505
464,순무양배추,A0600301004000,1506
465,순무양배추,A0600301008000,1507
466,산달래,A0600301300000,1518
467,해백,A0600301300000,1518
468,산달래,A0600301304000,1519
469,해백,A0600301304000,1519
470,산달래,A0600301308000,1520
471,해백,A0600301308000,1520
472,식방풍,A0600302700000,1560
473,식방풍,A0600302704000,1561
474,식방풍,A0600302708000,1562
475,환삼덩굴,A0600302900000,1566
476,범삼덩굴,A0600302900000,1566
477,율초,A0600302900000,1566
478,환삼덩굴,A0600302904000,1567
479,범삼덩굴,A0600302904000,1567
480,율초,A0600302904000,1567
481,환삼덩굴,A0600302908000,1568
482,범삼덩굴,A0600302908000,1568
483,율초,A0600302908000,1568
484,자원,A0600303000000,1569
485,소판,A0600303000000,1569
486,협판채,A0600303000000,1569
487,산백채,A0600303000000,1569
488,자완,A0600303000000,1569
489,자와,A0600303000000,1569
490,자원,A0600303004000,1570
491,소판,A0600303004000,1570
492,협판채,A0600303004000,1570
493,산백채,A0600303004000,1570
494,자완,A0600303004000,1570
495,자와,A0600303004000,1570
496,자원,A0600303008000,1571
497,소판,A0600303008000,1571
498,협판채,A0600303008000,1571
499,산백채,A0600303008000,1571
500,자완,A0600303008000,1571
501,자와,A0600303008000,1571
502,태자삼,A0600303100000,1572
503,들별꽃,A0600303100000,1572
504,태자삼,A0600303104000,1573
505,들별꽃,A0600303104000,1573
506,태자삼,A0600303108000,1574
507,들별꽃,A0600303108000,1574
508,옥매듭,A0600303400000,1581
509,돼지풀,A0600303400000,1581
510,편축,A0600303400000,1581
511,옥매듭,A0600303404000,1582
512,돼지풀,A0600303404000,1582
513,편축,A0600303404000,1582
514,옥매듭,A0600303408000,1583
515,돼지풀,A0600303408000,1583
516,편축,A0600303408000,1583
517,Purslane,A0600303800000,1593
518,마치현,A0600303800000,1593
519,Purslane,A0600303804000,1594
520,마치현,A0600303804000,1594
521,Purslane,A0600303808000,1595
522,마치현,A0600303808000,1595
523,가시나물,A0600304500000,1614
524,항가새,A0600304500000,1614
525,대계,A0600304500000,1614
526,가시나물,A0600304504000,1615
527,항가새,A0600304504000,1615
528,대계,A0600304504000,1615
529,가시나물,A0600304508000,1616
530,항가새,A0600304508000,1616
531,대계,A0600304508000,1616
532,분홍아욱,A0600304600000,1617
533,분홍아욱,A0600304604000,1618
534,분홍아욱,A0600304608000,1619
535,드럼스틱트리,A0600304800000,1623
536,무,A0600400100000,1628
537,무말랭이,A0600400104000,1629
538,냉동무,A0600400108000,1630
539,마늘분말,A0600400300813,1650
540,건강,A0600400500000,1658
541,건강,Y00000000002ED,1659
542,건강,Y00000000002EE,1660
543,건강,Y00000000002EF,1661
544,건강,Y00000000002F0,1662
545,건강,Y00000000002F1,1663
546,건강,Y00000000002F2,1664
547,건강,Y00000000002F3,1665
548,건강,Y00000000002F4,1666
549,건강,A0600400508000,1668
550,길경,A0600400800000,1675
551,길경,Y00000000002F5,1676
552,길경,Y00000000002F6,1677
553,길경,Y00000000002F7,1678
554,길경,Y00000000002F8,1679
555,길경,Y00000000002F9,1680
556,길경,Y00000000002FA,1681
557,길경,Y00000000002FB,1682
558,길경,Y00000000002FC,1683
559,길경,A0600400804000,1684
560,길경,A0600400808000,1685
561,양유,A0600400900000,1686
562,양유,Y00000000002FD,1687
563,양유,Y00000000002FE,1688
564,양유,Y00000000002FF,1689
565,양유,A0600400904000,1690
566,양유,A0600400908000,1691
567,사탕무,A0600401000000,1692
568,붉은사탕무우,A0600401000000,1692
569,사탕무,Y0000000000300,1693
570,붉은사탕무우,Y0000000000300,1693
571,사탕무,Y0000000000301,1694
572,붉은사탕무우,Y0000000000301,1694
573,사탕무,A0600401004000,1695
574,붉은사탕무우,A0600401004000,1695
575,사탕무,A0600401008000,1696
576,붉은사탕무우,A0600401008000,1696
577,Ginseng,A0600401600000,1712
578,백삼,A0600401600000,1712
579,白蔘,A0600401600000,1712
580,홍삼,A0600401600000,1712
581,紅蔘,A0600401600000,1712
582,야산삼,A0600401600000,1712
583,野山蔘,A0600401600000,1712
584,별직삼,A0600401600000,1712
585,別直蔘,A0600401600000,1712
586,귀개,A0600401600000,1712
587,토정,A0600401600000,1712
588,신초,A0600401600000,1712
589,혈삼,A0600401600000,1712
590,Ginseng,A0600401604000,1713
591,백삼,A0600401604000,1713
592,白蔘,A0600401604000,1713
593,홍삼,A0600401604000,1713
594,紅蔘,A0600401604000,1713
595,야산삼,A0600401604000,1713
596,野山蔘,A0600401604000,1713
597,별직삼,A0600401604000,1713
598,別直蔘,A0600401604000,1713
599,귀개,A0600401604000,1713
600,토정,A0600401604000,1713
601,신초,A0600401604000,1713
602,혈삼,A0600401604000,1713
603,Ginseng,A0600401608000,1714
604,백삼,A0600401608000,1714
605,白蔘,A0600401608000,1714
606,홍삼,A0600401608000,1714
607,紅蔘,A0600401608000,1714
608,야산삼,A0600401608000,1714
609,野山蔘,A0600401608000,1714
610,별직삼,A0600401608000,1714
611,別直蔘,A0600401608000,1714
612,귀개,A0600401608000,1714
613,토정,A0600401608000,1714
614,신초,A0600401608000,1714
615,혈삼,A0600401608000,1714
616,적삼,A0600402000000,1724
617,목양유,A0600402000000,1724
618,산삼,A0600402000000,1724
619,Miltiorrkizae,A0600402000000,1724
620,적삼,A0600402004000,1725
621,목양유,A0600402004000,1725
622,산삼,A0600402004000,1725
623,Miltiorrkizae,A0600402004000,1725
624,적삼,A0600402008000,1726
625,목양유,A0600402008000,1726
626,산삼,A0600402008000,1726
627,Miltiorrkizae,A0600402008000,1726
628,옥죽,A0600402200000,1730
629,옥죽,A0600402204000,1731
630,옥죽,A0600402208000,1732
631,구기자나무(잎),A0600402300000,1733
632,구기자나무(잎),A0600402304000,1734
633,구기자나무(잎),A0600402308000,1735
634,삼엽채,A0600402400000,1736
635,선초,A0600402400000,1736
636,참더덕,A0600402400000,1736
637,삼승더덕,A0600402400000,1736
638,좀만삼,A0600402400000,1736
639,당삼,A0600402400000,1736
640,태삼,A0600402400000,1736
641,삼엽채,A0600402404000,1737
642,선초,A0600402404000,1737
643,참더덕,A0600402404000,1737
644,삼승더덕,A0600402404000,1737
645,좀만삼,A0600402404000,1737
646,당삼,A0600402404000,1737
647,태삼,A0600402404000,1737
648,삼엽채,A0600402408000,1738
649,선초,A0600402408000,1738
650,참더덕,A0600402408000,1738
651,삼승더덕,A0600402408000,1738
652,좀만삼,A0600402408000,1738
653,당삼,A0600402408000,1738
654,태삼,A0600402408000,1738
655,맥동,A0600402500000,1739
656,겨우살이풀,A0600402500000,1739
657,Big bluelily turf,A0600402500000,1739
658,맥동,A0600402504000,1740
659,겨우살이풀,A0600402504000,1740
660,Big bluelily turf,A0600402504000,1740
661,맥동,A0600402508000,1741
662,겨우살이풀,A0600402508000,1741
663,Big bluelily turf,A0600402508000,1741
664,백작약,A0600402600000,1742
665,참작약,A0600402600000,1742
666,Paeny Root,A0600402600000,1742
667,백작약,A0600402604000,1743
668,참작약,A0600402604000,1743
669,Paeny Root,A0600402604000,1743
670,백작약,A0600402608000,1744
671,참작약,A0600402608000,1744
672,Paeny Root,A0600402608000,1744
673,생지황,A0600402800000,1748
674,숙지황,A0600402800000,1748
675,생지황,A0600402804000,1749
676,숙지황,A0600402804000,1749
677,생지황,A0600402808000,1750
678,숙지황,A0600402808000,1750
679,Gastrodiae Rhizoma,A0600402900000,1751
680,적전,A0600402900000,1751
681,Gastrodiae Rhizoma,A0600402904000,1752
682,적전,A0600402904000,1752
683,Gastrodiae Rhizoma,A0600402908000,1753
684,적전,A0600402908000,1753
685,갈근,A0600403200000,1760
686,제채,A0600403600000,1770
687,황정,A0600403700000,1771
688,황정,A0600403704000,1772
689,황정,A0600403708000,1773
690,사삼,A0600404300000,1785
691,제니,A0600404500000,1787
692,노근,A0600404700000,1789
693,노근,A0600404704000,1790
694,노근,A0600404708000,1791
695,번백초,A0600404900000,1795
696,번백초,A0600404904000,1796
697,번백초,A0600404908000,1797
698,자초,A0600405000000,1798
699,자근,A0600405000000,1798
700,자초,A0600405004000,1799
701,자근,A0600405004000,1799
702,자초,A0600405008000,1800
703,자근,A0600405008000,1800
704,토복령,A0600405100000,1801
705,아시아생강,A0600405200000,1802
706,galangal,A0600405200000,1802
707,고량강,A0600405200000,1802
708,아시아생강,A0600405204000,1803
709,galangal,A0600405204000,1803
710,고량강,A0600405204000,1803
711,아시아생강,A0600405208000,1804
712,galangal,A0600405208000,1804
713,고량강,A0600405208000,1804
714,메론,A0600500500000,1877
715,메론,Y0000000000334,1878
716,메론,Y0000000000335,1879
717,메론,Y0000000000336,1880
718,메론,Y0000000000337,1881
719,메론,Y0000000000338,1882
720,메론,Y0000000000339,1883
721,메론,Y000000000033A,1884
722,메론,Y000000000033B,1885
723,메론,Y000000000033C,1886
724,메론,Y000000000033D,1887
725,메론,Y000000000033E,1888
726,메론,Y000000000033F,1889
727,메론,Y0000000000340,1890
728,메론,Y0000000000341,1891
729,메론,Y0000000000342,1892
730,메론,Y0000000000343,1893
731,서양호박,A0600500600000,1896
732,서양호박,A0600500604000,1897
733,서양호박,A0600500608000,1898
734,건고추,A0600600304000,1949
735,건고추,Y0000000000365,1950
736,건고추,Y0000000000366,1951
737,건고추,Y0000000000367,1952
738,건고추,Y0000000000368,1953
739,건고추,Y0000000000369,1954
740,단고추,A0600600500000,1962
741,단고추,Y000000000036D,1963
742,단고추,Y000000000036E,1964
743,단고추,Y000000000036F,1965
744,단고추,Y0000000000370,1966
745,단고추,Y0000000000371,1967
746,단고추,Y0000000000372,1968
747,단고추,A0600600504000,1969
748,단고추,A0600600508000,1970
749,호로,A0600600800000,1981
750,호로,Y0000000000377,1982
751,호로,A0600600804000,1983
752,호로,A0600600808000,1984
753,불로초,A0700800000000,2029
754,젖지,A0700800000000,2029
755,목영지,A0700800000000,2029
756,균영지,A0700800000000,2029
757,영지초,A0700800000000,2029
758,단지,A0700800000000,2029
759,연명초,A0700800000000,2029
760,미수,A0700800000000,2029
761,만년버섯,A0700800000000,2029
762,영지,A0700800000000,2029
763,불로초,A0700800004000,2030
764,젖지,A0700800004000,2030
765,목영지,A0700800004000,2030
766,균영지,A0700800004000,2030
767,영지초,A0700800004000,2030
768,단지,A0700800004000,2030
769,연명초,A0700800004000,2030
770,미수,A0700800004000,2030
771,만년버섯,A0700800004000,2030
772,영지,A0700800004000,2030
773,불로초,A0700800008000,2031
774,젖지,A0700800008000,2031
775,목영지,A0700800008000,2031
776,균영지,A0700800008000,2031
777,영지초,A0700800008000,2031
778,단지,A0700800008000,2031
779,연명초,A0700800008000,2031
780,미수,A0700800008000,2031
781,만년버섯,A0700800008000,2031
782,영지,A0700800008000,2031
783,상황버섯,A0701000000000,2036
784,상황버섯,A0701000004000,2037
785,상황버섯,A0701000008000,2038
786,맛버섯,A0701200000000,2042
787,맛버섯,A0701200004000,2043
788,맛버섯,A0701200008000,2044
789,운지버섯,A0701600000000,2054
790,운지,A0701600000000,2054
791,운지버섯,A0701600004000,2055
792,운지,A0701600004000,2055
793,운지버섯,A0701600008000,2056
794,운지,A0701600008000,2056
795,향버섯,A0701800000000,2060
796,향이,A0701800000000,2060
797,향버섯,A0701800004000,2061
798,향이,A0701800004000,2061
799,향버섯,A0701800008000,2062
800,향이,A0701800008000,2062
801,Chanterelle,A0702200000000,2072
802,Chanterelle,A0702200004000,2073
803,Chanterelle,A0702200008000,2074
804,흑버섯,A0702400000000,2078
805,흑벌집버섯,A0702400000000,2078
806,아카시아 영지,A0702400000000,2078
807,아카시아 재목버섯,A0702400000000,2078
808,장수버섯,A0702400000000,2078
809,흑버섯,A0702400004000,2079
810,흑벌집버섯,A0702400004000,2079
811,아카시아 영지,A0702400004000,2079
812,아카시아 재목버섯,A0702400004000,2079
813,장수버섯,A0702400004000,2079
814,흑버섯,A0702400008000,2080
815,흑벌집버섯,A0702400008000,2080
816,아카시아 영지,A0702400008000,2080
817,아카시아 재목버섯,A0702400008000,2080
818,장수버섯,A0702400008000,2080
819,Beech mushroom,A0702900000000,2093
820,Beech mushroom,A0702900004000,2094
821,Beech mushroom,A0702900008000,2095
822,Truffle,A0703900000000,2123
823,Truffle,A0703900004000,2124
824,Truffle,A0703900008000,2125
825,Staw mushiroom,A0704600000000,2142
826,Staw mushiroom,A0704600004000,2143
827,Staw mushiroom,A0704600008000,2144
828,검은자작나무버섯,A0704900000000,2151
829,검은자작나무버섯,A0704900004000,2152
830,검은자작나무버섯,A0704900008000,2153
831,육계,A0800300000000,2184
832,계지,A0800300000000,2184
833,육계,A0800300004000,2185
834,계지,A0800300004000,2185
835,육계,A0800300008000,2186
836,계지,A0800300008000,2186
837,호유자,A0800400000000,2187
838,호유자,A0800400004000,2188
839,호유자,A0800400008000,2189
840,로즈메리,A0800600000000,2191
841,바실,A0800800000000,2197
842,바실,A0800800004000,2198
843,바실,A0800800008000,2199
844,번홍화,A0801100000000,2206
845,샤프란,A0801100000000,2206
846,번홍화,A0801100004000,2207
847,샤프란,A0801100004000,2207
848,번홍화,A0801100008000,2208
849,샤프란,A0801100008000,2208
850,소엽,A0801800000000,2227
851,자소,A0801800000000,2227
852,소엽,A0801800004000,2228
853,자소,A0801800004000,2228
854,소엽,A0801800008000,2229
855,자소,A0801800008000,2229
856,호초,A0802000000000,2233
857,후춧가루,A0802000000000,2233
858,후추가루,A0802000000000,2233
859,Vanilla Orchid,A0803300000000,2270
860,Vanilla Orchid,A0803300004000,2271
861,Vanilla Orchid,A0803300008000,2272
862,Apple mint,A0803400000000,2273
863,Roundleave mint,A0803400000000,2273
864,Apple mint,A0803400004000,2274
865,Roundleave mint,A0803400004000,2274
866,Apple mint,A0803400008000,2275
867,Roundleave mint,A0803400008000,2275
868,Fingerroot,A0803500000000,2276
869,Chinese ginger,A0803500000000,2276
870,Fingerroot,A0803500004000,2277
871,Chinese ginger,A0803500004000,2277
872,Fingerroot,A0803500008000,2278
873,Chinese ginger,A0803500008000,2278
874,Culantro,A0803600000000,2279
875,Culantro,A0803600004000,2280
876,Culantro,A0803600008000,2281
877,녹차나무,A0900200000000,2305
878,다목,A0900200000000,2305
879,다엽,A0900200000000,2305
880,차엽,A0900200000000,2305
881,녹차나무,A0900200004000,2306
882,다목,A0900200004000,2306
883,다엽,A0900200004000,2306
884,차엽,A0900200004000,2306
885,녹차나무,A0900200008000,2307
886,다목,A0900200008000,2307
887,다엽,A0900200008000,2307
888,차엽,A0900200008000,2307
889,다시마분말,A1100600000813,2348
890,풀등풀가사리,A1101300000000,2368
891,풀등풀가사리,A1101300004000,2369
892,풀등풀가사리,A1101300008000,2370
893,Saccharum officinarum L,A1200100000000,2432
894,Sorghum bicolor var. dulciusculum Ohw,A1200200000000,2433
895,덩굴초,A1200600000000,2437
896,목단피,A1201000000000,2441
897,수피,A1201200000000,2443
898,유근피,A1201500000000,2446
899,국화,A1201900000000,2450
900,포공영,A1202000000000,2451
901,하고초,A1202100000000,2452
902,검실,A1202200000000,2453
903,곽향,A1202300000000,2454
904,연전초,A1202400000000,2455
905,목천료,A1202500000000,2456
906,질려자,A1202600000000,2457
907,백질려,A1202600000000,2457
908,편두,A1202700000000,2458
909,까치콩,A1202700000000,2458
910,제비콩,A1202700000000,2458
911,변두콩,A1202700000000,2458
912,남편두,A1202700000000,2458
913,여리두,A1202700000000,2458
914,아미두,A1202700000000,2458
915,리치,A1202900000000,2460
916,여지핵,A1202900000000,2460
917,염여지핵,A1202900000000,2460
918,롱간,A1203000000000,2461
919,택란,A1203300000000,2464
920,산다,A1203400000000,2465
921,해석류,A1203400000000,2465
922,동백기름나무,A1203400000000,2465
923,산다화,A1203400000000,2465
924,가중나무,A1203500000000,2466
925,저근백피,A1203500000000,2466
926,저백피,A1203500000000,2466
927,노근,A1203700000000,2468
928,Sea buckthorn,A1203800000000,2469
929,비타민나무,A1203800000000,2469
930,Black Mulberry,A1204300000000,2474
931,Black Truffles,A1204400000000,2475
932,계지,A1204700000000,2478
933,육계,A1204700000000,2478
934,painted maple,A1204800000000,2479
935,korosoe tree,A1204800000000,2479
936,Guarana,A1205100000000,2482
937,Gooseberry,A1205300000000,2484
938,감국,A1205400000000,2485
939,진피,A1205500000000,2486
940,청피,A1205500000000,2486
941,Grains of paradise,A1205600000000,2487
942,금앵자,A1205700000000,2488
943,Chufa,A1205800000000,2489
944,CAMUCAMU,A1206000000000,2491
945,Calamondin orange,A1206100000000,2492
946,Tree tomato,A1206300000000,2494
947,나복자,A1206600000000,2497
948,무우씨,A1206600000000,2497
949,Noni,A1206800000000,2499
950,Gold oyster mushroom,A1206900000000,2500
951,Glory bower,A1207100000000,2502
952,노나무,A1207100000000,2502
953,Niger,A1207200000000,2503
954,정력자,A1207300000000,2504
955,고정력,A1207300000000,2504
956,Tartarian buckwheat,A1207500000000,2506
957,Evening primrose,A1207600000000,2507
958,Dayflower,A1207700000000,2508
959,Sweet orange,A1207800000000,2509
960,Bamboo,A1207900000000,2510
961,Bambusoidae,A1207900000000,2510
962,죽여,A1207900000000,2510
963,죽엽,A1207900000000,2510
964,Cannabis sativa Linn?,A1208000000000,2511
965,마인,A1208000000000,2511
966,대마초,A1208000000000,2511
967,마자인,A1208000000000,2511
968,화마인,A1208000000000,2511
969,삼,A1208000000000,2511
970,Bog bilberry,A1208200000000,2513
971,백모근,A1208300000000,2514
972,Lavender,A1208400000000,2515
973,Lime blossom,A1208500000000,2516
974,Langsat,A1208600000000,2517
975,Duku,A1208600000000,2517
976,Longkong,A1208600000000,2517
977,Red currant,A1208700000000,2518
978,개솔새,A1208800000000,2519
979,Lemon grass,A1208800000000,2519
980,Lemon verbena,A1208900000000,2520
981,Lady's mantle,A1209000000000,2521
982,Locoto,A1209100000000,2522
983,Cayenne pepper,A1209100000000,2522
984,Lulo,A1209200000000,2523
985,Naranjilla,A1209200000000,2523
986,Rooibos,A1209300000000,2524
987,Mountoin Ash,A1209400000000,2525
988,Water nut,A1209500000000,2526
989,Water chestnut,A1209500000000,2526
990,Marigold,A1209600000000,2527
991,금잔화,A1209600000000,2527
992,Pot marigold,A1209600000000,2527
993,,A1209600000000,2527
994,양아욱,A1209700000000,2528
995,Marshmallow,A1209700000000,2528
996,Meadowsweet,A1210000000000,2531
997,Melindjo,A1210200000000,2533
998,Fragrant olive,A1210600000000,2537
999,Nalta jute,A1210700000000,2538
1000,Tussa jute,A1210700000000,2538
1001,Cresson,A1210800000000,2539
1002,Water mimosa,A1211000000000,2541
1003,American Ginseng,A1211100000000,2542
1004,Milk thistle,A1211300000000,2544
1005,Banaba,A1211400000000,2545
1006,Jackfruit,A1211500000000,2546
1007,Bergamot,A1212000000000,2551
1008,Bergamot orange,A1212000000000,2551
1009,Berry gold,A1212100000000,2552
1010,LASOORA,A1212100000000,2552
1011,Velvet bean,A1212200000000,2553
1012,Chickweed,A1212300000000,2554
1013,연전초,A1212400000000,2555
1014,Borage,A1212600000000,2557
1015,Pink Oyster mushroom,A1212700000000,2558
1016,Red mulberry,A1212800000000,2559
1017,Red clover,A1212900000000,2560
1018,Brazil nut,A1213000000000,2561
1019,Bladderwrack,A1213100000000,2562
1020,블랙모렐즈,A1213200000000,2563
1021,검은곰보버섯,A1213200000000,2563
1022,Black berry,A1213300000000,2564
1023,Red gram,A1213400000000,2565
1024,Pigeonpea,A1213400000000,2565
1025,Bignay,A1213700000000,2568
1026,오디나무,A1213800000000,2569
1027,상심자,A1213800000000,2569
1028,상지,A1213800000000,2569
1029,상백피,A1213800000000,2569
1030,Sarsaparilla,A1213900000000,2570
1031,잔대,A1214000000000,2571
1032,사삼,A1214000000000,2571
1033,Oyster mushroom,A1214100000000,2572
1034,백리향,A1214200000000,2573
1035,Oyster mushroom,A1214300000000,2574
1036,산사,A1214500000000,2576
1037,참마,A1214600000000,2577
1038,Dandelion,A1214900000000,2580
1039,Dill,A1215000000000,2581
1040,Sorrel,A1215500000000,2601
1041,Shallot,A1215600000000,2602
1042,Staranise,A1215700000000,2603
1043,대회향,A1215700000000,2603
1044,Passion flower,A1215900000000,2605
1045,Citron,A1216000000000,2606
1046,Adam's needle,A1216100000000,2607
1047,Horehound,A1216200000000,2608
1048,Agrimony,A1216300000000,2609
1049,Screw pine,A1216400000000,2610
1050,Arabian Jasmine,A1216500000000,2611
1051,Black chokeberry,A1216600000000,2612
1052,Irish moss,A1216800000000,2614
1053,Artichoke,A1216900000000,2615
1054,카르둔,A1216900000000,2615
1055,노회,A1217000000000,2616
1056,알로애,A1217000000000,2616
1057,Yanang,A1217300000000,2619
1058,산백합,A1217400000000,2620
1059,애엽,A1217500000000,2621
1060,Elderberry,A1218000000000,2627
1061,American elder,A1218000000000,2627
1062,Oyster mushroom,A1218200000000,2629
1063,Button mushroom,A1218300000000,2630
1064,연꽃,A1218400000000,2631
1065,하엽,A1218400000000,2631
1066,연자육,A1218400000000,2631
1067,Yellow boletus,A1218500000000,2632
1068,가시오갈피,A1218600000000,2633
1069,자오가,A1218600000000,2633
1070,Oregano,A1218700000000,2634
1071,유백피,A1219000000000,2637
1072,Wangsongi,A1219100000000,2638
1073,월동춘채,A1219400000000,2641
1074,Yucca,A1219500000000,2642
1075,엄나무,A1219600000000,2643
1076,개두릅나무,A1219600000000,2643
1077,멍구나무,A1219600000000,2643
1078,며느리채찍나무,A1219600000000,2643
1079,Caster Aralia,A1219600000000,2643
1080,해동피,A1219600000000,2643
1081,욱리인,A1219700000000,2644
1082,산앵도나무,A1219700000000,2644
1083,유수라지나무,A1219700000000,2644
1084,Indian sarsaparilla,A1219900000000,2646
1085,Hemidesmus,A1219900000000,2646
1086,Japanese Hawthorn,A1220000000000,2647
1087,화목피,A1220100000000,2648
1088,樺木皮,A1220100000000,2648
1089,Korean Birch,A1220100000000,2648
1090,Prickly Pear,A1220400000000,2651
1091,Indian fig,A1220400000000,2651
1092,후미푸사,A1220400000000,2651
1093,Oyster mushroom,A1220600000000,2653
1094,Japanese yew,A1221200000000,2659
1095,Chinese water chestnut,A1221500000000,2662
1096,희첨,A1221700000000,2664
1097,귤껍질,A1221800000000,2665
1098,Quercus,A1222200000000,2669
1099,Oriental chestnut oak,A1222200000000,2669
1100,물뿌리나무,A1222400000000,2671
1101,참죽나무,A1222500000000,2672
1102,Chinese artichoke,A1222700000000,2674
1103,Cassabanana,A1222800000000,2675
1104,Kakadu plum,A1222900000000,2676
1105,Kaffir lime,A1223000000000,2677
1106,California blackberry,A1223100000000,2678
1107,Caper,A1223200000000,2679
1108,Cocu,A1223300000000,2680
1109,Koku,A1223300000000,2680
1110,King oyster mushroom,A1223400000000,2681
1111,백수오,A1223500000000,2682
1112,Clary,A1223600000000,2683
1113,Taheebo,A1223800000000,2685
1114,Pau D'Arco,A1223800000000,2685
1115,함초,A1223900000000,2686
1116,Paradise nut,A1224000000000,2687
1117,Sapucaia nut,A1224000000000,2687
1118,Cornflower,A1224300000000,2690
1119,수레국화,A1224300000000,2690
1120,콘플라워,A1224300000000,2690
1121,Linden,A1224500000000,2692
1122,Tilia flower,A1224500000000,2692
1123,Calamansi,A1224600000000,2693
1124,Dalandan,A1224700000000,2694
1125,Nasturtium,A1224900000000,2696
1126,매괴화,A1225100000000,2698
1127,Sweet violet,A1225300000000,2700
1128,Fenugreek,A1225700000000,2704
1129,Bottle gourd,A1225800000000,2705
1130,calabash,A1225800000000,2705
1131,Yuugao,A1225800000000,2705
1132,Whiteflowerd gourd,A1225800000000,2705
1133,Hawthorn,A1225900000000,2706
1134,Safflower,A1226000000000,2707
1135,귀전우,A1226100000000,2708
1136,단너삼,A1226300000000,2710
1137,독지,A1226300000000,2710
1138,백본,A1226300000000,2710
1139,옥손,A1226300000000,2710
1140,황지,A1226300000000,2710
1141,목황기,A1226300000000,2710
1142,면화기,A1226300000000,2710
1143,황초,A1226300000000,2710
1144,황계,A1226300000000,2710
1145,Black walnut,A1226500000000,2712
1146,희첨,A1226600000000,2713
1147,White Truffles,A1226700000000,2714
1148,White jelly fungi,A1226800000000,2715
1149,Hibiscus,A1226900000000,2716
1150,Hyssop,A1227000000000,2717
1151,곡기생,A1227100000000,2718
1152,선복화,A1227400000000,2721
1153,들국화,A1227400000000,2721
1154,옷풀,A1227400000000,2721
1155,하국화,A1227400000000,2721
1156,오월국,A1227400000000,2721
1157,금전국,A1227400000000,2721
1158,유월국,A1227400000000,2721
1159,대화선복화,A1227400000000,2721
1160,금전초,A1227400000000,2721
1161,하국,A1227400000000,2721
1162,도경,A1227400000000,2721
1163,대심,A1227400000000,2721
1164,금정화,A1227400000000,2721
1165,금잔화,A1227400000000,2721
1166,옷풀,A1227400000000,2721
1167,금비초,A1227400000000,2721
1168,노가주,A1227500000000,2722
1169,Juniperberry,A1227500000000,2722
1170,땅두릅,A1227900000000,2726
1171,땃두름나물,A1227900000000,2726
1172,욋두릅,A1227900000000,2726
1173,풀두릅,A1227900000000,2726
1174,총목,A1227900000000,2726
1175,Aralia cordata,A1227900000000,2726
1176,Maca,A1228100000000,2728
