ingredient_symnonym_id,word,code,ingredient_id
341,갈퀴잎,A0600206700000,1398
342,천근,A0600206700000,1398
343,혈견수,A0600206700000,1398
344,활혈단,A0600206700000,1398
345,팔선초,A0600206700000,1398
346,금잔초,A0600206700000,1398
347,홍사선,A0600206700000,1398
348,가삼자리,A0600206704000,1399
349,꼭두선이,A0600206704000,1399
350,천초근,A0600206704000,1399
351,갈퀴잎,A0600206704000,1399
352,천근,A0600206704000,1399
353,혈견수,A0600206704000,1399
354,활혈단,A0600206704000,1399
355,팔선초,A0600206704000,1399
356,금잔초,A0600206704000,1399
357,홍사선,A0600206704000,1399
358,가삼자리,A0600206708000,1400
359,꼭두선이,A0600206708000,1400
360,천초근,A0600206708000,1400
361,갈퀴잎,A0600206708000,1400
362,천근,A0600206708000,1400
363,혈견수,A0600206708000,1400
364,활혈단,A0600206708000,1400
365,팔선초,A0600206708000,1400
366,금잔초,A0600206708000,1400
367,홍사선,A0600206708000,1400
368,연화초,A0600206800000,1401
369,홍화채,A0600206800000,1401
370,쇄미제,A0600206800000,1401
371,야화생,A0600206800000,1401
372,연화초,A0600206804000,1402
373,홍화채,A0600206804000,1402
374,쇄미제,A0600206804000,1402
375,야화생,A0600206804000,1402
376,연화초,A0600206808000,1403
377,홍화채,A0600206808000,1403
378,쇄미제,A0600206808000,1403
379,야화생,A0600206808000,1403
380,아주까리,A0600206900000,1404
381,아주까리,Y00000000002BF,1405
382,아주까리,Y00000000002C0,1406
383,아주까리,A0600206904000,1407
