recipe_utensil_id,recipe_id,utensil_id
2032,2989,22
2033,2989,23
2034,2989,24
2035,2989,25
2036,2989,26
2037,2989,27
2038,2989,28
2039,2989,29
2040,2989,30
2041,2998,20
2042,2998,21
2043,2998,22
2044,2998,23
2045,2998,24
2046,2998,25
2047,2998,26
2048,2998,27
2049,2998,28
2050,2998,29
2051,2998,30
2052,3173,20
2053,3173,21
2054,3173,22
2055,3173,23
2056,3173,24
2057,3173,25
2058,3173,26
2059,3173,27
2060,3173,28
2061,3173,29
2062,3173,30
2063,3220,20
2064,3220,21
2065,3220,22
2066,3220,23
2067,3220,24
2068,3220,25
2069,3220,26
2070,3220,27
2071,3220,28
2072,3220,29
2073,3220,30
2074,3287,20
2075,3287,21
2076,3287,22
2077,3287,23
2078,3287,24
2079,3287,25
2080,3287,26
2081,3287,27
2082,3287,28
2083,3287,29
2084,3287,30
2085,947,20
2086,947,21
2087,947,22
2088,947,23
2089,947,24
2090,947,25
2091,947,26
2092,947,27
2093,947,28
2094,947,29
2095,947,30
2096,950,20
2097,950,21
2098,950,22
2099,950,23
2100,950,24
2101,950,25
2102,950,26
2103,950,27
2104,950,28
2105,950,29
2106,950,30
2107,952,20
2108,952,21
2109,952,22
2110,952,23
2111,952,24
2112,952,25
2113,952,26
2114,952,27
2115,952,28
2116,952,29
2117,952,30
2118,954,20
2119,954,21
2120,954,22
2121,954,23
2122,954,24
2123,954,25
2124,954,26
2125,954,27
2126,954,28
2127,954,29
2128,954,30
2129,3174,20
2130,3174,21
2131,3174,22
2132,3174,23
2133,3174,24
2134,3174,25
2135,3174,26
2136,3174,27
2137,3174,28
2138,3174,29
2139,3174,30
2140,3177,20
2141,3177,21
2142,3177,22
2143,3177,23
2144,3177,24
2145,3177,25
2146,3177,26
2147,3177,27
2148,3177,28
2149,3177,29
2150,3177,30
2151,3181,20
2152,3181,21
2153,3181,22
2154,3181,23
2155,3181,24
2156,3181,25
2157,3181,26
2158,3181,27
2159,3181,28
2160,3181,29
2161,3181,30
2162,3281,20
2163,3281,21
2164,3281,22
2165,3281,23
2166,3281,24
2167,3281,25
2168,3281,26
2169,3281,27
2170,3281,28
2171,3281,29
2172,3281,30
2173,966,20
2174,966,21
2175,966,22
2176,966,23
2177,966,24
2178,966,25
2179,966,26
2180,966,27
2181,966,28
2182,966,29
2183,966,30
2184,972,20
2185,972,21
2186,972,22
2187,972,23
2188,972,24
2189,972,25
2190,972,26
2191,972,27
2192,972,28
2193,972,29
2194,972,30
2195,2953,20
2196,2953,21
2197,2953,22
2198,2953,23
2199,2953,24
2200,2953,25
2201,2953,26
2202,2953,27
2203,2953,28
2204,2953,29
2205,2953,30
2206,2999,20
2207,2999,21
2208,2999,22
2209,2999,23
2210,2999,24
2211,2999,25
2212,2999,26
2213,2999,27
2214,2999,28
2215,2999,29
2216,2999,30
2217,3082,20
2218,3082,21
2219,3082,22
2220,3082,23
2221,3082,24
2222,3082,25
2223,3082,26
2224,3082,27
2225,3082,28
2226,3082,29
2227,3082,30
2228,3175,20
2229,3175,21
2230,3175,22
2231,3175,23
2232,3175,24
2233,3175,25
2234,3175,26
2235,3175,27
2236,3175,28
2237,3175,29
2238,3175,30
2239,3190,20
2240,3190,21
2241,3190,22
2242,3190,23
2243,3190,24
2244,3190,25
2245,3190,26
2246,3190,27
2247,3190,28
2248,3190,29
2249,3190,30
2250,3222,20
2251,3222,21
2252,3222,22
2253,3222,23
2254,3222,24
2255,3222,25
2256,3222,26
2257,3222,27
2258,3222,28
2259,3222,29
2260,3222,30
2261,3283,20
2262,3283,21
2263,3283,22
2264,3283,23
2265,3283,24
2266,3283,25
2267,3283,26
2268,3283,27
2269,3283,28
2270,3283,29
2271,3283,30
2272,3290,20
2273,3290,21
2274,3290,22
2275,3290,23
2276,3290,24
2277,3290,25
2278,3290,26
2279,3290,27
2280,3290,28
2281,3290,29
2282,3290,30
2283,986,20
2284,986,21
2285,986,22
2286,986,23
2287,986,24
2288,986,25
2289,986,26
2290,986,27
2291,986,28
2292,986,29
2293,986,30
2294,990,20
2295,990,21
2296,990,22
2297,990,23
2298,990,24
2299,990,25
2300,990,26
2301,990,27
2302,990,28
2303,990,29
2304,990,30
2305,2993,20
2306,2993,21
2307,2993,22
2308,2993,23
2309,2993,24
2310,2993,25
2311,2993,26
2312,2993,27
2313,2993,28
2314,2993,29
2315,2993,30
2316,3176,20
2317,3176,21
2318,3176,22
2319,3176,23
2320,3176,24
2321,3176,25
2322,3176,26
2323,3176,27
2324,3176,28
2325,3176,29
2326,3176,30
2327,3194,20
2328,3194,21
2329,3194,22
2330,3194,23
2331,3194,24
2332,3194,25
2333,3194,26
2334,3194,27
2335,3194,28
2336,3194,29
2337,3194,30
2338,3223,20
2339,3223,21
2340,3223,22
2341,3223,23
2342,3223,24
2343,3223,25
2344,3223,26
2345,3223,27
2346,3223,28
2347,3223,29
2348,3223,30
2349,998,20
2350,998,21
2351,998,22
2352,998,23
2353,998,24
2354,998,25
2355,998,26
2356,998,27
2357,998,28
2358,998,29
2359,998,30
2360,1000,20
2361,1000,21
2362,1000,22
2363,1000,23
2364,1000,24
2365,1000,25
2366,1000,26
2367,1000,27
2368,1000,28
2369,1000,29
2370,1000,30
2371,1001,20
2372,1001,21
2373,1001,22
2374,1001,23
2375,1001,24
2376,1001,25
2377,1001,26
2378,1001,27
2379,1001,28
2380,1001,29
2381,1001,30
2382,1003,20
2383,1003,21
2384,1003,22
2385,1003,23
2386,1003,24
2387,1003,25
2388,1003,26
2389,1003,27
2390,1003,28
2391,1003,29
2392,1003,30
2393,1004,20
2394,1004,21
2395,1004,22
2396,1004,23
2397,1004,24
2398,1004,25
2399,1004,26
2400,1004,27
2401,1004,28
2402,1004,29
2403,1004,30
2404,1005,20
2405,1005,21
2406,1005,22
2407,1005,23
2408,1005,24
2409,1005,25
2410,1005,26
2411,1005,27
2412,1005,28
2413,1005,29
2414,1005,30
2415,2995,20
2416,2995,21
2417,2995,22
2418,2995,23
2419,2995,24
2420,2995,25
2421,2995,26
2422,2995,27
2423,2995,28
2424,2995,29
2425,2995,30
2426,3179,20
2427,3179,21
2428,3179,22
2429,3179,23
2430,3179,24
2431,3179,25
2432,3179,26
2433,3179,27
2434,3179,28
2435,3179,29
2436,3179,30
2437,3224,20
2438,3224,21
2439,3224,22
2440,3224,23
2441,3224,24
2442,3224,25
2443,3224,26
2444,3224,27
2445,3224,28
2446,3224,29
2447,3224,30
2448,1016,20
2449,1016,21
2450,1016,22
2451,1016,23
2452,1016,24
2453,1016,25
2454,1016,26
2455,1016,27
2456,1016,28
2457,1016,29
2458,1016,30
2459,1030,20
2460,1030,21
2461,1030,22
2462,1030,23
2463,1030,24
2464,1030,25
2465,1030,26
2466,1030,27
2467,1030,28
2468,1030,29
2469,1030,30
2470,756,20
2471,756,21
2472,756,22
2473,756,23
2474,756,24
2475,756,25
2476,756,26
2477,756,27
2478,756,28
2479,756,29
2480,756,30
2481,761,20
2482,761,21
2483,761,22
2484,761,23
2485,761,24
2486,761,25
2487,761,26
2488,761,27
2489,761,28
2490,761,29
2491,761,30
2492,767,20
2493,767,21
2494,767,22
2495,767,23
2496,767,24
2497,767,25
2498,767,26
2499,767,27
2500,767,28
2501,767,29
2502,767,30
2503,768,20
2504,768,21
2505,768,22
2506,768,23
2507,768,24
2508,768,25
2509,768,26
2510,768,27
2511,768,28
2512,768,29
2513,768,30
2514,769,20
2515,769,21
2516,769,22
2517,769,23
2518,769,24
2519,769,25
2520,769,26
2521,769,27
2522,769,28
2523,769,29
2524,769,30
2525,770,20
2526,770,21
2527,770,22
2528,770,23
2529,770,24
2530,770,25
2531,770,26
2532,770,27
2533,770,28
2534,770,29
2535,770,30
2536,1042,20
2537,1042,21
2538,1042,22
2539,1042,23
2540,1042,24
2541,1042,25
2542,1042,26
2543,1042,27
2544,1042,28
2545,1042,29
2546,1042,30
2547,1046,20
2548,1046,21
2549,1046,22
2550,1046,23
2551,1046,24
2552,1046,25
2553,1046,26
2554,1046,27
2555,1046,28
2556,1046,29
2557,1046,30
2558,772,20
2559,772,21
2560,772,22
2561,772,23
2562,772,24
2563,772,25
2564,772,26
2565,772,27
2566,772,28
2567,772,29
2568,772,30
2569,1051,20
2570,1051,21
2571,1051,22
2572,1051,23
2573,1051,24
2574,1051,25
2575,1051,26
2576,1051,27
2577,1051,28
2578,1051,29
2579,1051,30
2580,1054,20
2581,1054,21
2582,1054,22
2583,1054,23
2584,1054,24
2585,1054,25
2586,1054,26
2587,1054,27
2588,1054,28
2589,1054,29
2590,1054,30
2591,1057,20
2592,1057,21
2593,1057,22
2594,1057,23
2595,1057,24
2596,1057,25
2597,1057,26
2598,1057,27
2599,1057,28
2600,1057,29
2601,1057,30
2602,1059,20
2603,1059,21
2604,1059,22
2605,1059,23
2606,1059,24
2607,1059,25
2608,1059,26
2609,1059,27
2610,1059,28
2611,1059,29
2612,1059,30
2613,1061,20
2614,1061,21
2615,1061,22
2616,1061,23
2617,1061,24
2618,1061,25
2619,1061,26
2620,1061,27
2621,1061,28
2622,1061,29
2623,1061,30
2624,1063,20
2625,1063,21
2626,1063,22
2627,1063,23
2628,1063,24
2629,1063,25
2630,1063,26
2631,1063,27
2632,1063,28
2633,1063,29
2634,1063,30
2635,1065,20
2636,1065,21
2637,1065,22
2638,1065,23
2639,1065,24
2640,1065,25
2641,1065,26
2642,1065,27
2643,1065,28
2644,1065,29
2645,1065,30
2646,1066,20
2647,1066,21
2648,1066,22
2649,1066,23
2650,1066,24
2651,1066,25
2652,1066,26
2653,1066,27
2654,1066,28
2655,1066,29
2656,1066,30
2657,1071,20
2658,1071,21
2659,1071,22
2660,1071,23
2661,1071,24
2662,1071,25
2663,1071,26
2664,1071,27
2665,1071,28
2666,1071,29
2667,1071,30
2668,1084,20
2669,1084,21
2670,1084,22
2671,1084,23
2672,1084,24
2673,1084,25
2674,1084,26
2675,1084,27
2676,1084,28
2677,1084,29
2678,1084,30
2679,805,20
2680,805,21
2681,805,22
2682,805,23
2683,805,24
2684,805,25
2685,805,26
2686,805,27
2687,805,28
2688,805,29
2689,805,30
2690,808,20
2691,808,21
2692,808,22
2693,808,23
2694,808,24
2695,808,25
2696,808,26
2697,808,27
2698,808,28
2699,808,29
2700,808,30
2701,810,20
2702,810,21
2703,810,22
2704,810,23
2705,810,24
2706,810,25
2707,810,26
2708,810,27
2709,810,28
2710,810,29
2711,810,30
2712,818,20
2713,818,21
2714,818,22
2715,818,23
2716,818,24
2717,818,25
2718,818,26
2719,818,27
2720,818,28
2721,818,29
2722,818,30
2723,1086,20
2724,1086,21
2725,1086,22
2726,1086,23
2727,1086,24
2728,1086,25
2729,1086,26
2730,1086,27
2731,1086,28
2732,1086,29
2733,1086,30
2734,1087,20
2735,1087,21
2736,1087,22
2737,1087,23
2738,1087,24
2739,1087,25
2740,1087,26
2741,1087,27
2742,1087,28
2743,1087,29
2744,1087,30
2745,1088,20
2746,1088,21
2747,1088,22
2748,1088,23
2749,1088,24
2750,1088,25
2751,1088,26
2752,1088,27
2753,1088,28
2754,1088,29
2755,1088,30
2756,1089,20
2757,1089,21
2758,1089,22
2759,1089,23
2760,1089,24
2761,1089,25
2762,1089,26
2763,1089,27
2764,1089,28
2765,1089,29
2766,1089,30
2767,1090,20
2768,1090,21
2769,1090,22
2770,1090,23
2771,1090,24
2772,1090,25
2773,1090,26
2774,1090,27
2775,1090,28
2776,1090,29
2777,1090,30
2778,1092,20
2779,1092,21
2780,1092,22
2781,1092,23
2782,1092,24
2783,1092,25
2784,1092,26
2785,1092,27
2786,1092,28
2787,1092,29
2788,1092,30
2789,1094,20
2790,1094,21
2791,1094,22
2792,1094,23
2793,1094,24
2794,1094,25
2795,1094,26
2796,1094,27
2797,1094,28
2798,1094,29
2799,1094,30
2800,1097,20
2801,1097,21
2802,1097,22
2803,1097,23
2804,1097,24
2805,1097,25
2806,1097,26
2807,1097,27
2808,1097,28
2809,1097,29
2810,1097,30
2811,819,20
2812,819,21
2813,819,22
2814,819,23
2815,819,24
2816,819,25
2817,819,26
2818,819,27
2819,819,28
2820,819,29
2821,819,30
2822,821,20
2823,821,21
2824,821,22
2825,821,23
2826,821,24
2827,821,25
2828,821,26
2829,821,27
2830,821,28
2831,821,29
2832,821,30
2833,824,20
2834,824,21
2835,824,22
2836,824,23
2837,824,24
2838,824,25
2839,824,26
2840,824,27
2841,824,28
2842,824,29
2843,824,30
2844,826,20
2845,826,21
2846,826,22
2847,826,23
2848,826,24
2849,826,25
2850,826,26
2851,826,27
2852,826,28
2853,826,29
2854,826,30
2855,832,20
2856,832,21
2857,832,22
2858,832,23
2859,832,24
2860,832,25
2861,832,26
2862,832,27
2863,832,28
2864,832,29
2865,832,30
2866,1107,20
2867,1107,21
2868,1107,22
2869,1107,23
2870,1107,24
2871,1107,25
2872,1107,26
2873,1107,27
2874,1107,28
2875,1107,29
2876,1107,30
2877,1110,20
2878,1110,21
2879,1110,22
2880,1110,23
2881,1110,24
2882,1110,25
2883,1110,26
2884,1110,27
2885,1110,28
2886,1110,29
2887,1110,30
2888,1118,20
2889,1118,21
2890,1118,22
2891,1118,23
2892,1118,24
2893,1118,25
2894,1118,26
2895,1118,27
2896,1118,28
2897,1118,29
2898,1118,30
2899,843,20
2900,843,21
2901,843,22
2902,843,23
2903,843,24
2904,843,25
2905,843,26
2906,843,27
2907,843,28
2908,843,29
2909,843,30
2910,1124,20
2911,1124,21
2912,1124,22
2913,1124,23
2914,1124,24
2915,1124,25
2916,1124,26
2917,1124,27
2918,1124,28
2919,1124,29
2920,1124,30
2921,1125,20
2922,1125,21
2923,1125,22
2924,1125,23
2925,1125,24
2926,1125,25
2927,1125,26
2928,1125,27
2929,1125,28
2930,1125,29
2931,1125,30
2932,1126,20
2933,1126,21
2934,1126,22
2935,1126,23
2936,1126,24
2937,1126,25
2938,1126,26
2939,1126,27
2940,1126,28
2941,1126,29
2942,1126,30
2943,1127,20
2944,1127,21
2945,1127,22
2946,1127,23
2947,1127,24
2948,1127,25
2949,1127,26
2950,1127,27
2951,1127,28
2952,1127,29
2953,1127,30
2954,1128,20
2955,1128,21
2956,1128,22
2957,1128,23
2958,1128,24
2959,1128,25
2960,1128,26
2961,1128,27
2962,1128,28
2963,1128,29
2964,1128,30
2965,1129,20
2966,1129,21
2967,1129,22
2968,1129,23
2969,1129,24
2970,1129,25
2971,1129,26
2972,1129,27
2973,1129,28
2974,1129,29
2975,1129,30
2976,1130,20
2977,1130,21
2978,1130,22
2979,1130,23
2980,1130,24
2981,1130,25
2982,1130,26
2983,1130,27
2984,1130,28
2985,1130,29
2986,1130,30
2987,1131,20
2988,1131,21
2989,1131,22
2990,1131,23
2991,1131,24
2992,1131,25
2993,1131,26
2994,1131,27
2995,1131,28
2996,1131,29
2997,1131,30
2998,1132,20
2999,1132,21
3000,1132,22
3001,1132,23
3002,1132,24
3003,1132,25
3004,1132,26
3005,1132,27
3006,1132,28
3007,1132,29
3008,1132,30
3009,1133,20
3010,1133,21
3011,1133,22
3012,1133,23
3013,1133,24
3014,1133,25
3015,1133,26
3016,1133,27
3017,1133,28
3018,1133,29
3019,1133,30
3020,1134,20
3021,1134,21
3022,1134,22
3023,1134,23
3024,1134,24
3025,1134,25
3026,1134,26
3027,1134,27
3028,1134,28
3029,1134,29
3030,1134,30
3031,1135,20
3032,1135,21
3033,1135,22
3034,1135,23
3035,1135,24
3036,1135,25
3037,1135,26
3038,1135,27
3039,1135,28
3040,1135,29
3041,1135,30
3042,2954,20
3043,2954,21
3044,2954,22
3045,2954,23
3046,2954,24
3047,2954,25
3048,2954,26
3049,2954,27
3050,2954,28
3051,2954,29
3052,2954,30
3053,2955,20
3054,2955,21
3055,2955,22
3056,2955,23
3057,2955,24
3058,2955,25
3059,2955,26
3060,2955,27
3061,2955,28
3062,2955,29
3063,2955,30
3064,2956,20
3065,2956,21
3066,2956,22
3067,2956,23
3068,2956,24
3069,2956,25
3070,2956,26
3071,2956,27
3072,2956,28
3073,2956,29
3074,2956,30
3075,2959,20
3076,2959,21
3077,2959,22
3078,2959,23
3079,2959,24
3080,2959,25
3081,2959,26
3082,2959,27
3083,2959,28
3084,2959,29
3085,2959,30
3086,2970,20
3087,2970,21
3088,2970,22
3089,2970,23
3090,2970,24
3091,2970,25
3092,2970,26
3093,2970,27
3094,2970,28
3095,2970,29
3096,2970,30
3097,2975,20
3098,2975,21
3099,2975,22
3100,2975,23
3101,2975,24
3102,2975,25
3103,2975,26
3104,2975,27
3105,2975,28
3106,2975,29
3107,2975,30
3108,3002,20
3109,3002,21
3110,3002,22
3111,3002,23
3112,3002,24
3113,3002,25
3114,3002,26
3115,3002,27
3116,3002,28
3117,3002,29
3118,3002,30
3119,3003,20
3120,3003,21
3121,3003,22
3122,3003,23
3123,3003,24
3124,3003,25
3125,3003,26
3126,3003,27
3127,3003,28
3128,3003,29
3129,3003,30
3130,1136,20
3131,1136,21
3132,1136,22
3133,1136,23
3134,1136,24
3135,1136,25
3136,1136,26
3137,1136,27
3138,1136,28
3139,1136,29
3140,1136,30
3141,1137,20
3142,1137,21
3143,1137,22
3144,1137,23
3145,1137,24
3146,1137,25
3147,1137,26
3148,1137,27
3149,1137,28
3150,1137,29
3151,1137,30
3152,1138,20
3153,1138,21
3154,1138,22
3155,1138,23
3156,1138,24
3157,1138,25
3158,1138,26
3159,1138,27
3160,1138,28
3161,1138,29
3162,1138,30
3163,2974,20
3164,2974,21
3165,2974,22
3166,2974,23
3167,2974,24
3168,2974,25
3169,2974,26
3170,2974,27
3171,2974,28
3172,2974,29
3173,2974,30
3174,3005,20
3175,3005,21
3176,3005,22
3177,3005,23
3178,3005,24
3179,3005,25
3180,3005,26
3181,3005,27
3182,3005,28
3183,3005,29
3184,3005,30
3185,3006,20
3186,3006,21
3187,3006,22
3188,3006,23
3189,3006,24
3190,3006,25
3191,3006,26
3192,3006,27
3193,3006,28
3194,3006,29
3195,3006,30
3196,3009,20
3197,3009,21
3198,3009,22
3199,3009,23
3200,3009,24
3201,3009,25
3202,3009,26
3203,3009,27
3204,3009,28
3205,3009,29
3206,3009,30
3207,3180,20
3208,3180,21
3209,3180,22
3210,3180,23
3211,3180,24
3212,3180,25
3213,3180,26
3214,3180,27
3215,3180,28
3216,3180,29
3217,3180,30
3218,3182,20
3219,3182,21
3220,3182,22
3221,3182,23
3222,3182,24
3223,3182,25
3224,3182,26
3225,3182,27
3226,3182,28
3227,3182,29
3228,3182,30
3229,3183,20
3230,3183,21
3231,3183,22
3232,3183,23
3233,3183,24
3234,3183,25
3235,3183,26
3236,3183,27
3237,3183,28
3238,3183,29
3239,3183,30
3240,3185,20
3241,3185,21
3242,3185,22
3243,3185,23
3244,3185,24
3245,3185,25
3246,3185,26
3247,3185,27
3248,3185,28
3249,3185,29
3250,3185,30
3251,3186,20
3252,3186,21
3253,3186,22
3254,3186,23
3255,3186,24
3256,3186,25
3257,3186,26
3258,3186,27
3259,3186,28
3260,3186,29
3261,3186,30
3262,3187,20
3263,3187,21
3264,3187,22
3265,3187,23
3266,3187,24
3267,3187,25
3268,3187,26
3269,3187,27
3270,3187,28
3271,3187,29
3272,3187,30
3273,3191,20
3274,3191,21
3275,3191,22
3276,3191,23
3277,3191,24
3278,3191,25
3279,3191,26
3280,3191,27
3281,3191,28
3282,3191,29
3283,3191,30
3284,3192,20
3285,3192,21
3286,3192,22
3287,3192,23
3288,3192,24
3289,3192,25
3290,3192,26
3291,3192,27
3292,3192,28
3293,3192,29
3294,3192,30
3295,3225,20
3296,3225,21
3297,3225,22
3298,3225,23
3299,3225,24
3300,3225,25
3301,3225,26
3302,3225,27
3303,3225,28
3304,3225,29
3305,3225,30
3306,3227,20
3307,3227,21
3308,3227,22
3309,3227,23
3310,3227,24
3311,3227,25
3312,3227,26
3313,3227,27
3314,3227,28
3315,3227,29
3316,3227,30
3317,3228,20
3318,3228,21
3319,3228,22
3320,3228,23
3321,3228,24
3322,3228,25
3323,3228,26
3324,3228,27
3325,3228,28
3326,3228,29
3327,3228,30
3328,2961,20
3329,2961,21
3330,2961,22
3331,2961,23
3332,2961,24
3333,2961,25
3334,2961,26
3335,2961,27
3336,2961,28
3337,2961,29
3338,2961,30
3339,3196,20
3340,3196,21
3341,3196,22
3342,3196,23
3343,3196,24
3344,3196,25
3345,3196,26
3346,3196,27
3347,3196,28
3348,3196,29
3349,3196,30
3350,3230,20
3351,3230,21
3352,3230,22
3353,3230,23
3354,3230,24
3355,3230,25
3356,3230,26
3357,3230,27
3358,3230,28
3359,3230,29
3360,3230,30
3361,3231,20
3362,3231,21
3363,3231,22
3364,3231,23
3365,3231,24
3366,3231,25
3367,3231,26
3368,3231,27
3369,3231,28
3370,3231,29
3371,3231,30
3372,3232,20
3373,3232,21
3374,3232,22
3375,3232,23
3376,3232,24
3377,3232,25
3378,3232,26
3379,3232,27
3380,3232,28
3381,3232,29
3382,3232,30
3383,3233,20
3384,3233,21
3385,3233,22
3386,3233,23
3387,3233,24
3388,3233,25
3389,3233,26
3390,3233,27
3391,3233,28
3392,3233,29
3393,3233,30
3394,3234,20
3395,3234,21
3396,3234,22
3397,3234,23
3398,3234,24
3399,3234,25
3400,3234,26
3401,3234,27
3402,3234,28
3403,3234,29
3404,3234,30
3405,3236,20
3406,3236,21
3407,3236,22
3408,3236,23
3409,3236,24
3410,3236,25
3411,3236,26
3412,3236,27
3413,3236,28
3414,3236,29
3415,3236,30
3416,3097,20
3417,3097,21
3418,3097,22
3419,3097,23
3420,3097,24
3421,3097,25
3422,3097,26
3423,3097,27
3424,3097,28
3425,3097,29
3426,3097,30
3427,3197,20
3428,3197,21
3429,3197,22
3430,3197,23
3431,3197,24
3432,3197,25
3433,3197,26
3434,3197,27
3435,3197,28
3436,3197,29
3437,3197,30
3438,3235,20
3439,3235,21
3440,3235,22
3441,3235,23
3442,3235,24
3443,3235,25
3444,3235,26
3445,3235,27
3446,3235,28
3447,3235,29
3448,3235,30
3449,3294,20
3450,3294,21
3451,3294,22
3452,3294,23
3453,3294,24
3454,3294,25
3455,3294,26
3456,3294,27
3457,3294,28
3458,3294,29
3459,3294,30
3460,33,7
3461,33,8
3462,33,9
3463,36,7
3464,36,8
3465,36,9
3466,37,7
3467,37,8
3468,37,9
3469,38,7
3470,38,8
3471,38,9
3472,111,7
3473,111,8
3474,111,9
3475,113,7
3476,113,8
3477,113,9
3478,131,7
3479,131,8
3480,131,9
3481,137,7
3482,137,8
3483,137,9
3484,138,7
3485,138,8
3486,138,9
3487,161,7
3488,161,8
3489,161,9
3490,638,7
3491,638,8
3492,638,9
3493,639,7
3494,639,8
3495,639,9
3496,640,7
3497,640,8
3498,640,9
3499,644,7
3500,644,8
3501,644,9
3502,271,7
3503,271,8
3504,271,9
3505,272,7
3506,272,8
3507,272,9
3508,273,7
3509,273,8
3510,273,9
3511,274,7
3512,274,8
3513,274,9
3514,275,7
3515,275,8
3516,275,9
3517,276,7
3518,276,8
3519,276,9
3520,277,7
3521,277,8
3522,277,9
3523,278,7
3524,278,8
3525,278,9
3526,279,7
3527,279,8
3528,279,9
3529,280,7
3530,280,8
3531,280,9
3532,281,7
3533,281,8
3534,281,9
3535,282,7
3536,282,8
3537,282,9
3538,283,7
3539,283,8
3540,283,9
3541,385,7
3542,385,8
3543,385,9
3544,391,7
3545,391,8
3546,391,9
3547,392,7
3548,392,8
3549,392,9
3550,395,7
3551,395,8
3552,395,9
3553,396,7
3554,396,8
3555,396,9
3556,397,7
3557,397,8
3558,397,9
3559,500,7
3560,500,8
3561,500,9
3562,503,7
3563,503,8
3564,503,9
3565,504,7
3566,504,8
3567,504,9
3568,510,7
3569,510,8
3570,510,9
3571,512,7
3572,512,8
3573,512,9
3574,514,7
3575,514,8
3576,514,9
3577,663,7
3578,663,8
3579,663,9
3580,666,7
3581,666,8
3582,666,9
3583,670,7
3584,670,8
3585,670,9
3586,673,7
3587,673,8
3588,673,9
3589,674,7
3590,674,8
3591,674,9
3592,677,7
3593,677,8
3594,677,9
3595,302,7
3596,302,8
3597,302,9
3598,303,7
3599,303,8
3600,303,9
3601,304,7
3602,304,8
3603,304,9
3604,307,7
3605,307,8
3606,307,9
3607,309,7
3608,309,8
3609,309,9
3610,310,7
3611,310,8
3612,310,9
3613,417,7
3614,417,8
3615,417,9
3616,423,7
3617,423,8
3618,423,9
3619,427,7
3620,427,8
3621,427,9
3622,534,7
3623,534,8
3624,534,9
3625,535,7
3626,535,8
3627,535,9
3628,540,7
3629,540,8
3630,540,9
3631,574,7
3632,574,8
3633,574,9
3634,576,7
3635,576,8
3636,576,9
3637,578,7
3638,578,8
3639,578,9
3640,585,7
3641,585,8
3642,585,9
3643,220,7
3644,220,8
3645,220,9
3646,224,7
3647,224,8
3648,224,9
3649,225,7
3650,225,8
3651,225,9
3652,227,7
3653,227,8
3654,227,9
3655,229,7
3656,229,8
3657,229,9
3658,230,7
3659,230,8
3660,230,9
3661,325,7
3662,325,8
3663,325,9
3664,327,7
3665,327,8
3666,327,9
3667,328,7
3668,328,8
3669,328,9
3670,329,7
3671,329,8
3672,329,9
3673,331,7
3674,331,8
3675,331,9
3676,332,7
3677,332,8
3678,332,9
3679,333,7
3680,333,8
3681,333,9
3682,334,7
3683,334,8
3684,334,9
3685,336,7
3686,336,8
3687,336,9
3688,448,7
3689,448,8
3690,448,9
3691,450,7
3692,450,8
3693,450,9
3694,452,7
3695,452,8
3696,452,9
3697,453,7
3698,453,8
3699,453,9
3700,255,7
3701,255,8
3702,255,9
3703,256,7
3704,256,8
3705,256,9
3706,257,7
3707,257,8
3708,257,9
3709,355,7
3710,355,8
3711,355,9
3712,356,7
3713,356,8
3714,356,9
3715,358,7
3716,358,8
3717,358,9
3718,359,7
3719,359,8
3720,359,9
3721,361,7
3722,361,8
3723,361,9
3724,365,7
3725,365,8
3726,365,9
3727,368,7
3728,368,8
3729,368,9
3730,474,7
3731,474,8
3732,474,9
3733,606,7
3734,606,8
3735,606,9
3736,607,7
3737,607,8
3738,607,9
3739,608,7
3740,608,8
3741,608,9
3742,609,7
3743,609,8
3744,609,9
3745,610,7
3746,610,8
3747,610,9
3748,163,7
3749,163,8
3750,163,9
3751,165,7
3752,165,8
3753,165,9
3754,258,7
3755,258,8
3756,258,9
3757,259,7
3758,259,8
3759,259,9
3760,260,7
3761,260,8
3762,260,9
3763,261,7
3764,261,8
3765,261,9
3766,262,7
3767,262,8
3768,262,9
3769,263,7
3770,263,8
3771,263,9
3772,264,7
3773,264,8
3774,264,9
3775,265,7
3776,265,8
3777,265,9
3778,266,7
3779,266,8
3780,266,9
3781,267,7
3782,267,8
3783,267,9
3784,268,7
3785,268,8
3786,268,9
3787,269,7
3788,269,8
3789,269,9
3790,270,7
3791,270,8
3792,270,9
3793,21,7
3794,21,8
3795,21,9
3796,284,7
3797,284,8
3798,284,9
3799,285,7
3800,285,8
3801,285,9
3802,286,7
3803,286,8
3804,286,9
3805,287,7
3806,287,8
3807,287,9
3808,288,7
3809,288,8
3810,288,9
3811,289,7
3812,289,8
3813,289,9
3814,290,7
3815,290,8
3816,290,9
3817,291,7
3818,291,8
3819,291,9
3820,292,7
3821,292,8
3822,292,9
3823,293,7
3824,293,8
3825,293,9
3826,294,7
3827,294,8
3828,294,9
3829,295,7
3830,295,8
3831,295,9
3832,39,7
3833,39,8
3834,39,9
3835,40,7
3836,40,8
3837,40,9
3838,121,7
3839,121,8
3840,121,9
3841,124,7
3842,124,8
3843,124,9
3844,125,7
3845,125,8
3846,125,9
3847,214,7
3848,214,8
3849,214,9
3850,311,7
3851,311,8
3852,311,9
3853,312,7
3854,312,8
3855,312,9
3856,316,7
3857,316,8
3858,316,9
3859,319,7
3860,319,8
3861,319,9
3862,320,7
3863,320,8
3864,320,9
