recipe_utensil_id,recipe_id,utensil_id
513,425,21
514,425,22
515,425,23
516,425,24
517,425,25
518,425,26
519,425,27
520,425,28
521,425,29
522,425,30
523,426,20
524,426,21
525,426,22
526,426,23
527,426,24
528,426,25
529,426,26
530,426,27
531,426,28
532,426,29
533,426,30
534,530,20
535,530,21
536,530,22
537,530,23
538,530,24
539,530,25
540,530,26
541,530,27
542,530,28
543,530,29
544,530,30
545,573,20
546,573,21
547,573,22
548,573,23
549,573,24
550,573,25
551,573,26
552,573,27
553,573,28
554,573,29
555,573,30
556,577,20
557,577,21
558,577,22
559,577,23
560,577,24
561,577,25
562,577,26
563,577,27
564,577,28
565,577,29
566,577,30
567,580,20
568,580,21
569,580,22
570,580,23
571,580,24
572,580,25
573,580,26
574,580,27
575,580,28
576,580,29
577,580,30
578,584,20
579,584,21
580,584,22
581,584,23
582,584,24
583,584,25
584,584,26
585,584,27
586,584,28
587,584,29
588,584,30
589,587,20
590,587,21
591,587,22
592,587,23
593,587,24
594,587,25
595,587,26
596,587,27
597,587,28
598,587,29
599,587,30
600,441,20
601,441,21
602,441,22
603,441,23
604,441,24
605,441,25
606,441,26
607,441,27
608,441,28
609,441,29
610,441,30
611,360,20
612,360,21
613,360,22
614,360,23
615,360,24
616,360,25
617,360,26
618,360,27
619,360,28
620,360,29
621,360,30
622,364,20
623,364,21
624,364,22
625,364,23
626,364,24
627,364,25
628,364,26
629,364,27
630,364,28
631,364,29
632,364,30
633,369,20
634,369,21
635,369,22
636,369,23
637,369,24
638,369,25
639,369,26
640,369,27
641,369,28
642,369,29
643,369,30
644,470,20
645,470,21
646,470,22
647,470,23
648,470,24
649,470,25
650,470,26
651,470,27
652,470,28
653,470,29
654,470,30
655,483,20
656,483,21
657,483,22
658,483,23
659,483,24
660,483,25
661,483,26
662,483,27
663,483,28
664,483,29
665,483,30
666,604,20
667,604,21
668,604,22
669,604,23
670,604,24
671,604,25
672,604,26
673,604,27
674,604,28
675,604,29
676,604,30
677,612,20
678,612,21
679,612,22
680,612,23
681,612,24
682,612,25
683,612,26
684,612,27
685,612,28
686,612,29
687,612,30
688,613,20
689,613,21
690,613,22
691,613,23
692,613,24
693,613,25
694,613,26
695,613,27
696,613,28
697,613,29
698,613,30
699,617,20
700,617,21
701,617,22
702,617,23
703,617,24
704,617,25
705,617,26
706,617,27
707,617,28
708,617,29
709,617,30
710,77,20
711,77,21
712,77,22
713,77,23
714,77,24
715,77,25
716,77,26
717,77,27
718,77,28
719,77,29
720,77,30
721,82,20
722,82,21
723,82,22
724,82,23
725,82,24
726,82,25
727,82,26
728,82,27
729,82,28
730,82,29
731,82,30
732,85,20
733,85,21
734,85,22
735,85,23
736,85,24
737,85,25
738,85,26
739,85,27
740,85,28
741,85,29
742,85,30
743,96,20
744,96,21
745,96,22
746,96,23
747,96,24
748,96,25
749,96,26
750,96,27
751,96,28
752,96,29
753,96,30
754,315,20
755,315,21
756,315,22
757,315,23
758,315,24
759,315,25
760,315,26
761,315,27
762,315,28
763,315,29
764,315,30
765,144,20
766,144,21
767,144,22
768,144,23
769,144,24
770,144,25
771,144,26
772,144,27
773,144,28
774,144,29
775,144,30
776,146,20
777,146,21
778,146,22
779,146,23
780,146,24
781,146,25
782,146,26
783,146,27
784,146,28
785,146,29
786,146,30
787,150,20
788,150,21
789,150,22
790,150,23
791,150,24
792,150,25
793,150,26
794,150,27
795,150,28
796,150,29
797,150,30
798,345,20
799,345,21
800,345,22
801,345,23
802,345,24
803,345,25
804,345,26
805,345,27
806,345,28
807,345,29
808,345,30
809,346,20
810,346,21
811,346,22
812,346,23
813,346,24
814,346,25
815,346,26
816,346,27
817,346,28
818,346,29
819,346,30
820,495,20
821,495,21
822,495,22
823,495,23
824,495,24
825,495,25
826,495,26
827,495,27
828,495,28
829,495,29
830,495,30
831,650,20
832,650,21
833,650,22
834,650,23
835,650,24
836,650,25
837,650,26
838,650,27
839,650,28
840,650,29
841,650,30
842,654,20
843,654,21
844,654,22
845,654,23
846,654,24
847,654,25
848,654,26
849,654,27
850,654,28
851,654,29
852,654,30
853,659,20
854,659,21
855,659,22
856,659,23
857,659,24
858,659,25
859,659,26
860,659,27
861,659,28
862,659,29
863,659,30
864,727,20
865,727,21
866,727,22
867,727,23
868,727,24
869,727,25
870,727,26
871,727,27
872,727,28
873,727,29
874,727,30
875,728,20
876,728,21
877,728,22
878,728,23
879,728,24
880,728,25
881,728,26
882,728,27
883,728,28
884,728,29
885,728,30
886,729,20
887,729,21
888,729,22
889,729,23
890,729,24
891,729,25
892,729,26
893,729,27
894,729,28
895,729,29
896,729,30
897,731,20
898,731,21
899,731,22
900,731,23
901,731,24
902,731,25
903,731,26
904,731,27
905,731,28
906,731,29
907,731,30
908,400,20
909,400,21
910,400,22
911,400,23
912,400,24
913,400,25
914,400,26
915,400,27
916,400,28
917,400,29
918,400,30
919,401,20
920,401,21
921,401,22
922,401,23
923,401,24
924,401,25
925,401,26
926,401,27
927,401,28
928,401,29
929,401,30
930,403,20
931,403,21
932,403,22
933,403,23
934,403,24
935,403,25
936,403,26
937,403,27
938,403,28
939,403,29
940,403,30
941,404,20
942,404,21
943,404,22
944,404,23
945,404,24
946,404,25
947,404,26
948,404,27
949,404,28
950,404,29
951,404,30
952,407,20
953,407,21
954,407,22
955,407,23
956,407,24
957,407,25
958,407,26
959,407,27
960,407,28
961,407,29
962,407,30
963,409,20
964,409,21
965,409,22
966,409,23
967,409,24
968,409,25
969,409,26
970,409,27
971,409,28
972,409,29
973,409,30
974,412,20
975,412,21
976,412,22
977,412,23
978,412,24
979,412,25
980,412,26
981,412,27
982,412,28
983,412,29
984,412,30
985,413,20
986,413,21
987,413,22
988,413,23
989,413,24
990,413,25
991,413,26
992,413,27
993,413,28
994,413,29
995,413,30
996,527,20
997,527,21
998,527,22
999,527,23
1000,527,24
1001,527,25
1002,527,26
1003,527,27
1004,527,28
1005,527,29
1006,527,30
1007,529,20
1008,529,21
1009,529,22
1010,529,23
1011,529,24
1012,529,25
1013,529,26
1014,529,27
1015,529,28
1016,529,29
1017,529,30
1018,554,20
1019,554,21
1020,554,22
1021,554,23
1022,554,24
1023,554,25
1024,554,26
1025,554,27
1026,554,28
1027,554,29
1028,554,30
1029,555,20
1030,555,21
1031,555,22
1032,555,23
1033,555,24
1034,555,25
1035,555,26
1036,555,27
1037,555,28
1038,555,29
1039,555,30
1040,558,20
1041,558,21
1042,558,22
1043,558,23
1044,558,24
1045,558,25
1046,558,26
1047,558,27
1048,558,28
1049,558,29
1050,558,30
1051,569,20
1052,569,21
1053,569,22
1054,569,23
1055,569,24
1056,569,25
1057,569,26
1058,569,27
1059,569,28
1060,569,29
1061,569,30
1062,570,20
1063,570,21
1064,570,22
1065,570,23
1066,570,24
1067,570,25
1068,570,26
1069,570,27
1070,570,28
1071,570,29
1072,570,30
1073,682,20
1074,682,21
1075,682,22
1076,682,23
1077,682,24
1078,682,25
1079,682,26
1080,682,27
1081,682,28
1082,682,29
1083,682,30
1084,684,20
1085,684,21
1086,684,22
1087,684,23
1088,684,24
1089,684,25
1090,684,26
1091,684,27
1092,684,28
1093,684,29
1094,684,30
1095,686,20
1096,686,21
1097,686,22
1098,686,23
1099,686,24
1100,686,25
1101,686,26
1102,686,27
1103,686,28
1104,686,29
1105,686,30
1106,688,20
1107,688,21
1108,688,22
1109,688,23
1110,688,24
1111,688,25
1112,688,26
1113,688,27
1114,688,28
1115,688,29
1116,688,30
1117,690,20
1118,690,21
1119,690,22
1120,690,23
1121,690,24
1122,690,25
1123,690,26
1124,690,27
1125,690,28
1126,690,29
1127,690,30
1128,433,20
1129,433,21
1130,433,22
1131,433,23
1132,433,24
1133,433,25
1134,433,26
1135,433,27
1136,433,28
1137,433,29
1138,433,30
1139,553,20
1140,553,21
1141,553,22
1142,553,23
1143,553,24
1144,553,25
1145,553,26
1146,553,27
1147,553,28
1148,553,29
1149,553,30
1150,590,20
1151,590,21
1152,590,22
1153,590,23
1154,590,24
1155,590,25
1156,590,26
1157,590,27
1158,590,28
1159,590,29
1160,590,30
1161,592,20
1162,592,21
1163,592,22
1164,592,23
1165,592,24
1166,592,25
1167,592,26
1168,592,27
1169,592,28
1170,592,29
1171,592,30
1172,699,20
1173,699,21
1174,699,22
1175,699,23
1176,699,24
1177,699,25
1178,699,26
1179,699,27
1180,699,28
1181,699,29
1182,699,30
1183,705,20
1184,705,21
1185,705,22
1186,705,23
1187,705,24
1188,705,25
1189,705,26
1190,705,27
1191,705,28
1192,705,29
1193,705,30
1194,626,20
1195,626,21
1196,626,22
1197,626,23
1198,626,24
1199,626,25
1200,626,26
1201,626,27
1202,626,28
1203,626,29
1204,626,30
1205,634,20
1206,634,21
1207,634,22
1208,634,23
1209,634,24
1210,634,25
1211,634,26
1212,634,27
1213,634,28
1214,634,29
1215,634,30
1216,717,20
1217,717,21
1218,717,22
1219,717,23
1220,717,24
1221,717,25
1222,717,26
1223,717,27
1224,717,28
1225,717,29
1226,717,30
1227,720,20
1228,720,21
1229,720,22
1230,720,23
1231,720,24
1232,720,25
1233,720,26
1234,720,27
1235,720,28
1236,720,29
1237,720,30
1238,723,20
1239,723,21
1240,723,22
1241,723,23
1242,723,24
1243,723,25
1244,723,26
1245,723,27
1246,723,28
1247,723,29
1248,723,30
1249,724,20
1250,724,21
1251,724,22
1252,724,23
1253,724,24
1254,724,25
1255,724,26
1256,724,27
1257,724,28
1258,724,29
1259,724,30
1260,370,20
1261,370,21
1262,370,22
1263,370,23
1264,370,24
1265,370,25
1266,370,26
1267,370,27
1268,370,28
1269,370,29
1270,370,30
1271,377,20
1272,377,21
1273,377,22
1274,377,23
1275,377,24
1276,377,25
1277,377,26
1278,377,27
1279,377,28
1280,377,29
1281,377,30
1282,380,20
1283,380,21
1284,380,22
1285,380,23
1286,380,24
1287,380,25
1288,380,26
1289,380,27
1290,380,28
1291,380,29
1292,380,30
1293,3010,20
1294,3010,21
1295,3010,22
1296,3010,23
1297,3010,24
1298,3010,25
1299,3010,26
1300,3010,27
1301,3010,28
1302,3010,29
1303,3010,30
1304,3098,20
1305,3098,21
1306,3098,22
1307,3098,23
1308,3098,24
1309,3098,25
1310,3098,26
1311,3098,27
1312,3098,28
1313,3098,29
1314,3098,30
1315,3099,20
1316,3099,21
1317,3099,22
1318,3099,23
1319,3099,24
1320,3099,25
1321,3099,26
1322,3099,27
1323,3099,28
1324,3099,29
1325,3099,30
1326,3198,20
1327,3198,21
1328,3198,22
1329,3198,23
1330,3198,24
1331,3198,25
1332,3198,26
1333,3198,27
1334,3198,28
1335,3198,29
1336,3198,30
1337,3014,20
1338,3014,21
1339,3014,22
1340,3014,23
1341,3014,24
1342,3014,25
1343,3014,26
1344,3014,27
1345,3014,28
1346,3014,29
1347,3014,30
1348,3189,20
1349,3189,21
1350,3189,22
1351,3189,23
1352,3189,24
1353,3189,25
1354,3189,26
1355,3189,27
1356,3189,28
1357,3189,29
1358,3189,30
1359,3193,20
1360,3193,21
1361,3193,22
1362,3193,23
1363,3193,24
1364,3193,25
1365,3193,26
1366,3193,27
1367,3193,28
1368,3193,29
1369,3193,30
1370,3199,20
1371,3199,21
1372,3199,22
1373,3199,23
1374,3199,24
1375,3199,25
1376,3199,26
1377,3199,27
1378,3199,28
1379,3199,29
1380,3199,30
1381,3200,20
1382,3200,21
1383,3200,22
1384,3200,23
1385,3200,24
1386,3200,25
1387,3200,26
1388,3200,27
1389,3200,28
1390,3200,29
1391,3200,30
1392,3229,20
1393,3229,21
1394,3229,22
1395,3229,23
1396,3229,24
1397,3229,25
1398,3229,26
1399,3229,27
1400,3229,28
1401,3229,29
1402,3229,30
1403,3237,20
1404,3237,21
1405,3237,22
1406,3237,23
1407,3237,24
1408,3237,25
1409,3237,26
1410,3237,27
1411,3237,28
1412,3237,29
1413,3237,30
1414,3238,20
1415,3238,21
1416,3238,22
1417,3238,23
1418,3238,24
1419,3238,25
1420,3238,26
1421,3238,27
1422,3238,28
1423,3238,29
1424,3238,30
1425,3239,20
1426,3239,21
1427,3239,22
1428,3239,23
1429,3239,24
1430,3239,25
1431,3239,26
1432,3239,27
1433,3239,28
1434,3239,29
1435,3239,30
1436,3296,20
1437,3296,21
1438,3296,22
1439,3296,23
1440,3296,24
1441,3296,25
1442,3296,26
1443,3296,27
1444,3296,28
1445,3296,29
1446,3296,30
1447,3201,20
1448,3201,21
1449,3201,22
1450,3201,23
1451,3201,24
1452,3201,25
1453,3201,26
1454,3201,27
1455,3201,28
1456,3201,29
1457,3201,30
1458,2966,20
1459,2966,21
1460,2966,22
1461,2966,23
1462,2966,24
1463,2966,25
1464,2966,26
1465,2966,27
1466,2966,28
1467,2966,29
1468,2966,30
1469,3015,20
1470,3015,21
1471,3015,22
1472,3015,23
1473,3015,24
1474,3015,25
1475,3015,26
1476,3015,27
1477,3015,28
1478,3015,29
1479,3015,30
1480,3158,20
1481,3158,21
1482,3158,22
1483,3158,23
1484,3158,24
1485,3158,25
1486,3158,26
1487,3158,27
1488,3158,28
1489,3158,29
1490,3158,30
1491,3293,20
1492,3293,21
1493,3293,22
1494,3293,23
1495,3293,24
1496,3293,25
1497,3293,26
1498,3293,27
1499,3293,28
1500,3293,29
1501,3293,30
1502,3299,20
1503,3299,21
1504,3299,22
1505,3299,23
1506,3299,24
1507,3299,25
1508,3299,26
1509,3299,27
1510,3299,28
1511,3299,29
1512,3299,30
1513,3241,20
1514,3241,21
1515,3241,22
1516,3241,23
1517,3241,24
1518,3241,25
1519,3241,26
1520,3241,27
1521,3241,28
1522,3241,29
1523,3241,30
1524,3016,20
1525,3016,21
1526,3016,22
1527,3016,23
1528,3016,24
1529,3016,25
1530,3016,26
1531,3016,27
1532,3016,28
1533,3016,29
1534,3016,30
1535,3017,20
1536,3017,21
1537,3017,22
1538,3017,23
1539,3017,24
1540,3017,25
1541,3017,26
1542,3017,27
1543,3017,28
1544,3017,29
1545,3017,30
1546,3184,20
1547,3184,21
1548,3184,22
1549,3184,23
1550,3184,24
1551,3184,25
1552,3184,26
1553,3184,27
1554,3184,28
1555,3184,29
1556,3184,30
1557,3203,20
1558,3203,21
1559,3203,22
1560,3203,23
1561,3203,24
1562,3203,25
1563,3203,26
1564,3203,27
1565,3203,28
1566,3203,29
1567,3203,30
1568,2968,20
1569,2968,21
1570,2968,22
1571,2968,23
1572,2968,24
1573,2968,25
1574,2968,26
1575,2968,27
1576,2968,28
1577,2968,29
1578,2968,30
1579,3204,20
1580,3204,21
1581,3204,22
1582,3204,23
1583,3204,24
1584,3204,25
1585,3204,26
1586,3204,27
1587,3204,28
1588,3204,29
1589,3204,30
1590,3242,20
1591,3242,21
1592,3242,22
1593,3242,23
1594,3242,24
1595,3242,25
1596,3242,26
1597,3242,27
1598,3242,28
1599,3242,29
1600,3242,30
1601,2971,20
1602,2971,21
1603,2971,22
1604,2971,23
1605,2971,24
1606,2971,25
1607,2971,26
1608,2971,27
1609,2971,28
1610,2971,29
1611,2971,30
1612,3202,20
1613,3202,21
1614,3202,22
1615,3202,23
1616,3202,24
1617,3202,25
1618,3202,26
1619,3202,27
1620,3202,28
1621,3202,29
1622,3202,30
1623,3205,20
1624,3205,21
1625,3205,22
1626,3205,23
1627,3205,24
1628,3205,25
1629,3205,26
1630,3205,27
1631,3205,28
1632,3205,29
1633,3205,30
1634,3282,20
1635,3282,21
1636,3282,22
1637,3282,23
1638,3282,24
1639,3282,25
1640,3282,26
1641,3282,27
1642,3282,28
1643,3282,29
1644,3282,30
1645,3011,20
1646,3011,21
1647,3011,22
1648,3011,23
1649,3011,24
1650,3011,25
1651,3011,26
1652,3011,27
1653,3011,28
1654,3011,29
1655,3011,30
1656,3207,20
1657,3207,21
1658,3207,22
1659,3207,23
1660,3207,24
1661,3207,25
1662,3207,26
1663,3207,27
1664,3207,28
1665,3207,29
1666,3207,30
1667,3247,20
1668,3247,21
1669,3247,22
1670,3247,23
1671,3247,24
1672,3247,25
1673,3247,26
1674,3247,27
1675,3247,28
1676,3247,29
1677,3247,30
1678,2976,20
1679,2976,21
1680,2976,22
1681,2976,23
1682,2976,24
1683,2976,25
1684,2976,26
1685,2976,27
1686,2976,28
1687,2976,29
1688,2976,30
1689,2981,20
1690,2981,21
1691,2981,22
1692,2981,23
1693,2981,24
1694,2981,25
1695,2981,26
1696,2981,27
1697,2981,28
1698,2981,29
1699,2981,30
1700,3164,20
1701,3164,21
1702,3164,22
1703,3164,23
1704,3164,24
1705,3164,25
1706,3164,26
1707,3164,27
1708,3164,28
1709,3164,29
1710,3164,30
1711,2978,20
1712,2978,21
1713,2978,22
1714,2978,23
1715,2978,24
1716,2978,25
1717,2978,26
1718,2978,27
1719,2978,28
1720,2978,29
1721,2978,30
1722,3165,20
1723,3165,21
1724,3165,22
1725,3165,23
1726,3165,24
1727,3165,25
1728,3165,26
1729,3165,27
1730,3165,28
1731,3165,29
1732,3165,30
1733,3080,20
1734,3080,21
1735,3080,22
1736,3080,23
1737,3080,24
1738,3080,25
1739,3080,26
1740,3080,27
1741,3080,28
1742,3080,29
1743,3080,30
1744,3166,20
1745,3166,21
1746,3166,22
1747,3166,23
1748,3166,24
1749,3166,25
1750,3166,26
1751,3166,27
1752,3166,28
1753,3166,29
1754,3166,30
1755,3212,20
1756,3212,21
1757,3212,22
1758,3212,23
1759,3212,24
1760,3212,25
1761,3212,26
1762,3212,27
1763,3212,28
1764,3212,29
1765,3212,30
1766,2980,20
1767,2980,21
1768,2980,22
1769,2980,23
1770,2980,24
1771,2980,25
1772,2980,26
1773,2980,27
1774,2980,28
1775,2980,29
1776,2980,30
1777,3167,20
1778,3167,21
1779,3167,22
1780,3167,23
1781,3167,24
1782,3167,25
1783,3167,26
1784,3167,27
1785,3167,28
1786,3167,29
1787,3167,30
1788,3168,20
1789,3168,21
1790,3168,22
1791,3168,23
1792,3168,24
1793,3168,25
1794,3168,26
1795,3168,27
1796,3168,28
1797,3168,29
1798,3168,30
1799,874,20
1800,874,21
1801,874,22
1802,874,23
1803,874,24
1804,874,25
1805,874,26
1806,874,27
1807,874,28
1808,874,29
1809,874,30
1810,3169,20
1811,3169,21
1812,3169,22
1813,3169,23
1814,3169,24
1815,3169,25
1816,3169,26
1817,3169,27
1818,3169,28
1819,3169,29
1820,3169,30
1821,3216,20
1822,3216,21
1823,3216,22
1824,3216,23
1825,3216,24
1826,3216,25
1827,3216,26
1828,3216,27
1829,3216,28
1830,3216,29
1831,3216,30
1832,3271,20
1833,3271,21
1834,3271,22
1835,3271,23
1836,3271,24
1837,3271,25
1838,3271,26
1839,3271,27
1840,3271,28
1841,3271,29
1842,3271,30
1843,877,20
1844,877,21
1845,877,22
1846,877,23
1847,877,24
1848,877,25
1849,877,26
1850,877,27
1851,877,28
1852,877,29
1853,877,30
1854,888,20
1855,888,21
1856,888,22
1857,888,23
1858,888,24
1859,888,25
1860,888,26
1861,888,27
1862,888,28
1863,888,29
1864,888,30
1865,2984,20
1866,2984,21
1867,2984,22
1868,2984,23
1869,2984,24
1870,2984,25
1871,2984,26
1872,2984,27
1873,2984,28
1874,2984,29
1875,2984,30
1876,3170,20
1877,3170,21
1878,3170,22
1879,3170,23
1880,3170,24
1881,3170,25
1882,3170,26
1883,3170,27
1884,3170,28
1885,3170,29
1886,3170,30
1887,3217,20
1888,3217,21
1889,3217,22
1890,3217,23
1891,3217,24
1892,3217,25
1893,3217,26
1894,3217,27
1895,3217,28
1896,3217,29
1897,3217,30
1898,895,20
1899,895,21
1900,895,22
1901,895,23
1902,895,24
1903,895,25
1904,895,26
1905,895,27
1906,895,28
1907,895,29
1908,895,30
1909,897,20
1910,897,21
1911,897,22
1912,897,23
1913,897,24
1914,897,25
1915,897,26
1916,897,27
1917,897,28
1918,897,29
1919,897,30
1920,900,20
1921,900,21
1922,900,22
1923,900,23
1924,900,24
1925,900,25
1926,900,26
1927,900,27
1928,900,28
1929,900,29
1930,900,30
1931,903,20
1932,903,21
1933,903,22
1934,903,23
1935,903,24
1936,903,25
1937,903,26
1938,903,27
1939,903,28
1940,903,29
1941,903,30
1942,2994,20
1943,2994,21
1944,2994,22
1945,2994,23
1946,2994,24
1947,2994,25
1948,2994,26
1949,2994,27
1950,2994,28
1951,2994,29
1952,2994,30
1953,3171,20
1954,3171,21
1955,3171,22
1956,3171,23
1957,3171,24
1958,3171,25
1959,3171,26
1960,3171,27
1961,3171,28
1962,3171,29
1963,3171,30
1964,3291,20
1965,3291,21
1966,3291,22
1967,3291,23
1968,3291,24
1969,3291,25
1970,3291,26
1971,3291,27
1972,3291,28
1973,3291,29
1974,3291,30
1975,915,20
1976,915,21
1977,915,22
1978,915,23
1979,915,24
1980,915,25
1981,915,26
1982,915,27
1983,915,28
1984,915,29
1985,915,30
1986,2990,20
1987,2990,21
1988,2990,22
1989,2990,23
1990,2990,24
1991,2990,25
1992,2990,26
1993,2990,27
1994,2990,28
1995,2990,29
1996,2990,30
1997,3172,20
1998,3172,21
1999,3172,22
2000,3172,23
2001,3172,24
2002,3172,25
2003,3172,26
2004,3172,27
2005,3172,28
2006,3172,29
2007,3172,30
2008,3219,20
2009,3219,21
2010,3219,22
2011,3219,23
2012,3219,24
2013,3219,25
2014,3219,26
2015,3219,27
2016,3219,28
2017,3219,29
2018,3219,30
2019,934,20
2020,934,21
2021,934,22
2022,934,23
2023,934,24
2024,934,25
2025,934,26
2026,934,27
2027,934,28
2028,934,29
2029,934,30
2030,2989,20
2031,2989,21
